Tomorrow Never Dies (1997),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Wonderful, Horrible Life of Leni Riefenstahl, The (1993)'), (1.0, 'Window to Paris (1994)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'Wedding Gift, The (1994)'), (1.0, 'Walking and Talking (1996)'), (1.0, 'Two or Three Things I Know About Her (1966)'), (1.0, 'Two Friends (1986) '), (1.0, 'Twin Town (1997)')]"
I Know What You Did Last Summer (1997),"[(1.0, 'World of Apu, The (Apur Sansar) (1959)'), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Waiting to Exhale (1995)'), (1.0, 'Vermin (1998)'), (1.0, 'Tokyo Fist (1995)'), (1.0, 'Surviving the Game (1994)'), (1.0, 'Rough Magic (1995)'), (1.0, 'Power 98 (1995)'), (1.0, 'Party Girl (1995)'), (1.0, 'Paper, The (1994)')]"
Switchback (1997),"[(1.0, ""Young Poisoner's Handbook, The (1995)""), (1.0, 'Year of the Horse (1997)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Withnail and I (1987)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'Victor/Victoria (1982)'), (1.0, 'Venice/Venice (1992)'), (1.0, 'Unhook the Stars (1996)'), (1.0, 'Two Much (1996)')]"
Down Periscope (1996),"[(1.0, 'Year of the Horse (1997)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wonderland (1997)'), (1.0, 'Window to Paris (1994)'), (1.0, 'Wife, The (1995)'), (1.0, 'Washington Square (1997)'), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Venice/Venice (1992)'), (1.0, 'Van, The (1996)'), (1.0, 'Two Deaths (1995)')]"
Fear (1996),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'unknown'), (1.0, 'Wild Things (1998)'), (1.0, ""Widows' Peak (1994)""), (1.0, 'When Night Is Falling (1995)'), (1.0, 'What Happened Was... (1994)'), (1.0, 'Warriors of Virtue (1997)'), (1.0, 'War at Home, The (1996)'), (1.0, 'War Room, The (1993)'), (1.0, 'Walkabout (1971)')]"
"Amityville Horror, The (1979)","[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Women, The (1939)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Withnail and I (1987)'), (1.0, 'Winter Guest, The (1997)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'Vie est belle, La (Life is Rosey) (1987)'), (1.0, 'Vermont Is For Lovers (1992)'), (1.0, 'Vermin (1998)'), (1.0, 'Unhook the Stars (1996)')]"
Keys to Tulsa (1997),"[(1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wild Reeds (1994)'), (1.0, 'Wild Bill (1995)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'When the Cats Away (Chacun cherche son chat) (1996)'), (1.0, 'What Happened Was... (1994)'), (1.0, 'Venice/Venice (1992)'), (1.0, 'Van, The (1996)'), (1.0, 'Two if by Sea (1996)'), (1.0, 'Two Much (1996)')]"
"Grand Day Out, A (1992)","[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Women, The (1939)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Withnail and I (1987)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'War, The (1994)'), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Visitors, The (Visiteurs, Les) (1993)'), (1.0, 'Vie est belle, La (Life is Rosey) (1987)'), (1.0, 'Vermont Is For Lovers (1992)')]"
Night Flier (1997),"[(1.0, 'Wild Bunch, The (1969)'), (1.0, 'When We Were Kings (1996)'), (1.0, 'Wedding Bell Blues (1996)'), (1.0, 'Warriors of Virtue (1997)'), (1.0, 'Waiting for Guffman (1996)'), (1.0, 'Underworld (1997)'), (1.0, 'Twisted (1996)'), (1.0, 'Traveller (1997)'), (1.0, 'Tokyo Fist (1995)'), (1.0, 'To Have, or Not (1995)')]"
Bean (1997),"[(1.0, 'Village of the Damned (1995)'), (1.0, 'Vermin (1998)'), (1.0, 'Two Deaths (1995)'), (1.0, 'Twin Town (1997)'), (1.0, 'Twelfth Night (1996)'), (1.0, 'Turning, The (1992)'), (1.0, 'Truman Show, The (1998)'), (1.0, 'True Crime (1995)'), (1.0, 'That Old Feeling (1997)'), (1.0, 'That Darn Cat! (1965)')]"
Fair Game (1995),"[(1.0, 'Year of the Horse (1997)'), (1.0, 'Yankee Zulu (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Withnail and I (1987)'), (1.0, 'Wings of Desire (1987)'), (1.0, 'Window to Paris (1994)'), (1.0, ""White Man's Burden (1995)""), (1.0, 'What Happened Was... (1994)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'War, The (1994)')]"
Showgirls (1995),"[(1.0, 'Zeus and Roxanne (1997)'), (1.0, 'Yankee Zulu (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Withnail and I (1987)'), (1.0, 'Winter Guest, The (1997)'), (1.0, 'Wild Bunch, The (1969)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'Vie est belle, La (Life is Rosey) (1987)'), (1.0, 'Vermont Is For Lovers (1992)'), (1.0, 'Vampire in Brooklyn (1995)')]"
"Truman Show, The (1998)","[(1.0, 'When the Cats Away (Chacun cherche son chat) (1996)'), (1.0, 'Van, The (1996)'), (1.0, 'Twin Town (1997)'), (1.0, 'Turning, The (1992)'), (1.0, 'Trial and Error (1997)'), (1.0, 'That Old Feeling (1997)'), (1.0, 'Sweet Hereafter, The (1997)'), (1.0, 'Sudden Manhattan (1996)'), (1.0, 'Substance of Fire, The (1996)'), (1.0, 'Stranger in the House (1997)')]"
Someone Else's America (1995),"[(1.0, 'Young Frankenstein (1974)'), (1.0, 'Wizard of Oz, The (1939)'), (1.0, 'Willy Wonka and the Chocolate Factory (1971)'), (1.0, 'When Harry Met Sally... (1989)'), (1.0, 'Waiting for Guffman (1996)'), (1.0, 'Vertigo (1958)'), (1.0, 'Usual Suspects, The (1995)'), (1.0, 'Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)'), (1.0, 'Strictly Ballroom (1992)'), (1.0, 'Streetcar Named Desire, A (1951)')]"
Nadja (1994),"[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Withnail and I (1987)'), (1.0, 'Winter Guest, The (1997)'), (1.0, 'When a Man Loves a Woman (1994)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'War, The (1994)'), (1.0, 'Waiting to Exhale (1995)'), (1.0, 'Virtuosity (1995)'), (1.0, 'Vie est belle, La (Life is Rosey) (1987)')]"
Star Wars (1977),"[(1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Witness (1985)'), (1.0, 'Wedding Bell Blues (1996)'), (1.0, 'Twisted (1996)'), (1.0, 'They Made Me a Criminal (1939)'), (1.0, 'Tainted (1998)'), (1.0, 'Spanish Prisoner, The (1997)'), (1.0, ""Someone Else's America (1995)""), (1.0, ""Some Mother's Son (1996)""), (1.0, 'Saint of Fort Washington, The (1993)')]"
"Apostle, The (1997)","[(1.0, 'Winnie the Pooh and the Blustery Day (1968)'), (1.0, 'Wedding Bell Blues (1996)'), (1.0, 'Warriors of Virtue (1997)'), (1.0, 'Vegas Vacation (1997)'), (1.0, 'Underworld (1997)'), (1.0, 'Underneath, The (1995)'), (1.0, 'Under Siege 2: Dark Territory (1995)'), (1.0, 'Two if by Sea (1996)'), (1.0, 'Tom and Huck (1995)'), (1.0, 'To Have, or Not (1995)')]"
Milk Money (1994),"[(1.0, 'Wishmaster (1997)'), (1.0, 'Washington Square (1997)'), (1.0, 'Touch (1997)'), (1.0, 'Theodore Rex (1995)'), (1.0, 'That Old Feeling (1997)'), (1.0, 'Telling Lies in America (1997)'), (1.0, 'Target (1995)'), (1.0, 'Tango Lesson, The (1997)'), (1.0, 'Star Maps (1997)'), (1.0, 'Smile Like Yours, A (1997)')]"
Turbulence (1997),"[(1.0, 'Wild Bill (1995)'), (1.0, 'Wild America (1997)'), (1.0, 'Walking and Talking (1996)'), (1.0, 'Walking Dead, The (1995)'), (1.0, 'True Crime (1995)'), (1.0, 'Trial and Error (1997)'), (1.0, 'Transformers: The Movie, The (1986)'), (1.0, 'To Kill a Mockingbird (1962)'), (1.0, 'Three Colors: Blue (1993)'), (1.0, 'That Darn Cat! (1965)')]"
If Lucy Fell (1996),"[(1.0, 'Year of the Horse (1997)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wishmaster (1997)'), (1.0, 'Wild Bill (1995)'), (1.0, 'Warriors of Virtue (1997)'), (1.0, 'Venice/Venice (1992)'), (1.0, 'Two Deaths (1995)'), (1.0, 'Two Bits (1995)'), (1.0, 'To Catch a Thief (1955)'), (1.0, 'Three Wishes (1995)')]"
"Trigger Effect, The (1996)","[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Wyatt Earp (1994)'), (1.0, 'World of Apu, The (Apur Sansar) (1959)'), (1.0, 'Withnail and I (1987)'), (1.0, 'With Honors (1994)'), (1.0, 'Wild Things (1998)'), (1.0, 'When a Man Loves a Woman (1994)'), (1.0, 'When Night Is Falling (1995)'), (1.0, 'Wedding Gift, The (1994)'), (1.0, 'War, The (1994)')]"
"Old Man and the Sea, The (1958)","[(1.0, 'World of Apu, The (Apur Sansar) (1959)'), (1.0, 'Whole Wide World, The (1996)'), (1.0, 'Wedding Singer, The (1998)'), (1.0, 'Wedding Gift, The (1994)'), (1.0, 'Vanya on 42nd Street (1994)'), (1.0, 'U.S. Marshalls (1998)'), (1.0, 'Twilight (1998)'), (1.0, 'Twelfth Night (1996)'), (1.0, 'True Crime (1995)'), (1.0, 'Tank Girl (1995)')]"
Alien (1979),"[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Wonderland (1997)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Witness (1985)'), (1.0, 'Wings of Courage (1995)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'Vie est belle, La (Life is Rosey) (1987)'), (1.0, 'Vermont Is For Lovers (1992)'), (1.0, 'Underneath, The (1995)'), (1.0, 'Touki Bouki (Journey of the Hyena) (1973)')]"
Flirt (1995),"[(1.0, 'Young Guns II (1990)'), (1.0, 'Withnail and I (1987)'), (1.0, 'With Honors (1994)'), (1.0, 'Wings of the Dove, The (1997)'), (1.0, 'Window to Paris (1994)'), (1.0, 'True Romance (1993)'), (1.0, 'True Crime (1995)'), (1.0, 'Tom and Huck (1995)'), (1.0, 'To Wong Foo, Thanks for Everything! Julie Newmar (1995)'), (1.0, 'To Gillian on Her 37th Birthday (1996)')]"
"Great Race, The (1965)","[(1.0, 'Year of the Horse (1997)'), (1.0, 'Window to Paris (1994)'), (1.0, 'What Happened Was... (1994)'), (1.0, 'Warriors of Virtue (1997)'), (1.0, 'War, The (1994)'), (1.0, 'War Room, The (1993)'), (1.0, 'Until the End of the World (Bis ans Ende der Welt) (1991)'), (1.0, 'Unforgettable (1996)'), (1.0, 'U.S. Marshalls (1998)'), (1.0, 'Twilight (1998)')]"
Multiplicity (1996),"[(1.0, 'unknown'), (1.0, 'Window to Paris (1994)'), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Visitors, The (Visiteurs, Les) (1993)'), (1.0, 'Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)'), (1.0, 'Twin Town (1997)'), (1.0, 'Truth or Consequences, N.M. (1997)'), (1.0, 'Total Eclipse (1995)'), (1.0, 'To Be or Not to Be (1942)'), (1.0, 'Three Wishes (1995)')]"
U.S. Marshalls (1998),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Year of the Horse (1997)'), (1.0, 'Wings of Desire (1987)'), (1.0, 'Wild Things (1998)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'Wild Bill (1995)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'When the Cats Away (Chacun cherche son chat) (1996)'), (1.0, 'When a Man Loves a Woman (1994)'), (1.0, 'When Night Is Falling (1995)')]"
Open Season (1996),"[(1.0, 'Year of the Horse (1997)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wonderland (1997)'), (1.0, 'Wishmaster (1997)'), (1.0, 'Window to Paris (1994)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'When the Cats Away (Chacun cherche son chat) (1996)'), (1.0, 'Welcome to the Dollhouse (1995)'), (1.0, 'Washington Square (1997)')]"
Donnie Brasco (1997),"[(1.0, 'Women, The (1939)'), (1.0, 'Wings of Courage (1995)'), (1.0, 'Underneath, The (1995)'), (1.0, 'Turning, The (1992)'), (1.0, 'Truman Show, The (1998)'), (1.0, 'Stranger, The (1994)'), (1.0, 'Stranger in the House (1997)'), (1.0, 'Steal Big, Steal Little (1995)'), (1.0, 'Stag (1997)'), (1.0, 'Sprung (1997)')]"
To Catch a Thief (1955),"[(1.0, 'Wings of Courage (1995)'), (1.0, 'Wild Bill (1995)'), (1.0, 'Welcome To Sarajevo (1997)'), (1.0, 'Underneath, The (1995)'), (1.0, 'True Crime (1995)'), (1.0, 'Threesome (1994)'), (1.0, 'SubUrbia (1997)'), (1.0, 'Stuart Saves His Family (1995)'), (1.0, 'Spirits of the Dead (Tre passi nel delirio) (1968)'), (1.0, 'Solo (1996)')]"
North (1994),"[(1.0, 'Window to Paris (1994)'), (1.0, ""Widows' Peak (1994)""), (1.0, ""Wes Craven's New Nightmare (1994)""), (1.0, 'Waiting for Guffman (1996)'), (1.0, 'Vegas Vacation (1997)'), (1.0, 'Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)'), (1.0, 'Trust (1990)'), (1.0, 'That Darn Cat! (1997)'), (1.0, 'Substitute, The (1996)'), (1.0, 'Stupids, The (1996)')]"
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)","[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'unknown'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'When Night Is Falling (1995)'), (1.0, 'Wedding Gift, The (1994)'), (1.0, 'Walkabout (1971)'), (1.0, 'Waiting to Exhale (1995)'), (1.0, 'Visitors, The (Visiteurs, Les) (1993)'), (1.0, 'Virtuosity (1995)'), (1.0, 'Venice/Venice (1992)')]"
Albino Alligator (1996),"[(1.0, 'Withnail and I (1987)'), (1.0, 'When a Man Loves a Woman (1994)'), (1.0, 'War Room, The (1993)'), (1.0, 'Waiting for Guffman (1996)'), (1.0, 'Very Brady Sequel, A (1996)'), (1.0, 'Until the End of the World (Bis ans Ende der Welt) (1991)'), (1.0, 'Under Siege (1992)'), (1.0, 'Truth About Cats & Dogs, The (1996)'), (1.0, 'True Crime (1995)'), (1.0, 'Transformers: The Movie, The (1986)')]"
Spice World (1997),"[(1.0, 'unknown'), (1.0, 'Wonderland (1997)'), (1.0, ""Wes Craven's New Nightmare (1994)""), (1.0, 'Vermin (1998)'), (1.0, 'Under Siege 2: Dark Territory (1995)'), (1.0, 'Turbo: A Power Rangers Movie (1997)'), (1.0, 'Truth or Consequences, N.M. (1997)'), (1.0, 'Thin Line Between Love and Hate, A (1996)'), (1.0, 'Temptress Moon (Feng Yue) (1996)'), (1.0, 'Telling Lies in America (1997)')]"
"Fan, The (1996)","[(1.0, 'Withnail and I (1987)'), (1.0, 'Warriors of Virtue (1997)'), (1.0, 'Walking and Talking (1996)'), (1.0, 'Twilight (1998)'), (1.0, 'Truth or Consequences, N.M. (1997)'), (1.0, 'Threesome (1994)'), (1.0, 'Thieves (Voleurs, Les) (1996)'), (1.0, 'That Old Feeling (1997)'), (1.0, 'Sunchaser, The (1996)'), (1.0, 'S.F.W. (1994)')]"
"Wife, The (1995)","[(1.0, 'Young Guns (1988)'), (1.0, 'Winnie the Pooh and the Blustery Day (1968)'), (1.0, 'Willy Wonka and the Chocolate Factory (1971)'), (1.0, 'While You Were Sleeping (1995)'), (1.0, 'Village of the Damned (1995)'), (1.0, 'Victor/Victoria (1982)'), (1.0, 'Up in Smoke (1978)'), (1.0, 'Unforgiven (1992)'), (1.0, 'Unbearable Lightness of Being, The (1988)'), (1.0, 'Toy Story (1995)')]"
Evita (1996),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'unknown'), (1.0, 'When Night Is Falling (1995)'), (1.0, 'Wedding Bell Blues (1996)'), (1.0, 'Warriors of Virtue (1997)'), (1.0, 'Two Friends (1986) '), (1.0, 'Twisted (1996)'), (1.0, 'True Crime (1995)'), (1.0, 'Trial by Jury (1994)'), (1.0, 'To Have, or Not (1995)')]"
"Beautician and the Beast, The (1997)","[(1.0, 'Wild America (1997)'), (1.0, 'Welcome To Sarajevo (1997)'), (1.0, 'Warriors of Virtue (1997)'), (1.0, 'Twisted (1996)'), (1.0, 'Twin Town (1997)'), (1.0, 'Trial by Jury (1994)'), (1.0, 'Transformers: The Movie, The (1986)'), (1.0, 'Touch (1997)'), (1.0, 'Timecop (1994)'), (1.0, 'Tie That Binds, The (1995)')]"
So Dear to My Heart (1949),"[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Wrong Trousers, The (1993)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Withnail and I (1987)'), (1.0, 'With Honors (1994)'), (1.0, 'Wings of the Dove, The (1997)'), (1.0, 'Wings of Desire (1987)'), (1.0, 'Whole Wide World, The (1996)'), (1.0, 'When a Man Loves a Woman (1994)'), (1.0, ""What's Eating Gilbert Grape (1993)"")]"
Gilligan's Island: The Movie (1998),"[(1.0, ""Young Poisoner's Handbook, The (1995)""), (1.0, 'Wishmaster (1997)'), (1.0, 'Transformers: The Movie, The (1986)'), (1.0, 'Sound of Music, The (1965)'), (1.0, 'So I Married an Axe Murderer (1993)'), (1.0, ""She's So Lovely (1997)""), (1.0, 'Rumble in the Bronx (1995)'), (1.0, 'River Wild, The (1994)'), (1.0, 'Pretty Woman (1990)'), (1.0, 'Portrait of a Lady, The (1996)')]"
Indian Summer (1996),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wonderland (1997)'), (1.0, 'Wolf (1994)'), (1.0, 'Wings of the Dove, The (1997)'), (1.0, 'Wings of Desire (1987)'), (1.0, 'Wild Things (1998)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'Wild Bill (1995)'), (1.0, 'Wild America (1997)')]"
Wild Reeds (1994),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Young Guns (1988)'), (1.0, 'Year of the Horse (1997)'), (1.0, 'Wonderland (1997)'), (1.0, 'Wishmaster (1997)'), (1.0, 'Wings of Desire (1987)'), (1.0, ""William Shakespeare's Romeo and Juliet (1996)""), (1.0, 'Wild Things (1998)'), (1.0, 'Wild Bunch, The (1969)'), (1.0, 'White Balloon, The (1995)')]"
Losing Chase (1996),"[(1.0, 'Wolf (1994)'), (1.0, 'Withnail and I (1987)'), (1.0, ""White Man's Burden (1995)""), (1.0, 'When a Man Loves a Woman (1994)'), (1.0, 'When Harry Met Sally... (1989)'), (1.0, 'War, The (1994)'), (1.0, 'War Room, The (1993)'), (1.0, 'Waiting to Exhale (1995)'), (1.0, 'Volcano (1997)'), (1.0, 'Unforgiven (1992)')]"
"Man of No Importance, A (1994)","[(1.0, 'Year of the Horse (1997)'), (1.0, 'Winnie the Pooh and the Blustery Day (1968)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'When We Were Kings (1996)'), (1.0, ""What's Love Got to Do with It (1993)""), (1.0, 'Walkabout (1971)'), (1.0, 'Trust (1990)'), (1.0, 'True Romance (1993)'), (1.0, 'Touch of Evil (1958)'), (1.0, 'Tom & Viv (1994)')]"
"Sword in the Stone, The (1963)","[(1.0, 'unknown'), (1.0, 'Year of the Horse (1997)'), (1.0, 'Wild Things (1998)'), (1.0, 'Wife, The (1995)'), (1.0, 'When Night Is Falling (1995)'), (1.0, 'Welcome To Sarajevo (1997)'), (1.0, 'Walking and Talking (1996)'), (1.0, 'U.S. Marshalls (1998)'), (1.0, 'Twilight (1998)'), (1.0, 'Thieves (Voleurs, Les) (1996)')]"
Tales from the Hood (1995),"[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Withnail and I (1987)'), (1.0, 'Winter Guest, The (1997)'), (1.0, 'Wings of Desire (1987)'), (1.0, 'Wild Bill (1995)'), (1.0, 'Wild America (1997)'), (1.0, 'What Happened Was... (1994)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'War Room, The (1993)')]"
Star Trek: The Motion Picture (1979),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Yankee Zulu (1994)'), (1.0, 'Wonderland (1997)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Wild Bill (1995)'), (1.0, 'Wife, The (1995)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'What Happened Was... (1994)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'Wedding Gift, The (1994)')]"
Wild Things (1998),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Year of the Horse (1997)'), (1.0, 'Wolf (1994)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'When the Cats Away (Chacun cherche son chat) (1996)'), (1.0, 'When a Man Loves a Woman (1994)'), (1.0, 'When Night Is Falling (1995)'), (1.0, 'What Happened Was... (1994)'), (1.0, 'Welcome to the Dollhouse (1995)')]"
Braindead (1992),"[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Winter Guest, The (1997)'), (1.0, 'Wings of Desire (1987)'), (1.0, ""White Man's Burden (1995)""), (1.0, 'When We Were Kings (1996)'), (1.0, 'What Happened Was... (1994)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'War, The (1994)'), (1.0, 'Waiting to Exhale (1995)')]"
Breakdown (1997),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'When Night Is Falling (1995)'), (1.0, 'What Happened Was... (1994)'), (1.0, 'Wedding Gift, The (1994)'), (1.0, 'War Room, The (1993)'), (1.0, 'Walking and Talking (1996)'), (1.0, 'Walkabout (1971)'), (1.0, 'Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)'), (1.0, 'Two Friends (1986) ')]"
Grateful Dead (1995),"[(1.0, 'Young Guns (1988)'), (1.0, 'Winnie the Pooh and the Blustery Day (1968)'), (1.0, ""William Shakespeare's Romeo and Juliet (1996)""), (1.0, 'While You Were Sleeping (1995)'), (1.0, ""What's Love Got to Do with It (1993)""), (1.0, 'Volcano (1997)'), (1.0, 'Victor/Victoria (1982)'), (1.0, 'Unzipped (1995)'), (1.0, 'Unstrung Heroes (1995)'), (1.0, 'Under Siege 2: Dark Territory (1995)')]"
Sneakers (1992),"[(1.0, 'Wonderland (1997)'), (1.0, 'Window to Paris (1994)'), (1.0, 'Wife, The (1995)'), (1.0, 'Two Much (1996)'), (1.0, 'Three Lives and Only One Death (1996)'), (1.0, 'Surviving Picasso (1996)'), (1.0, 'Senseless (1998)'), (1.0, 'Scream of Stone (Schrei aus Stein) (1991)'), (1.0, 'Romper Stomper (1992)'), (1.0, 'Perfect Candidate, A (1996)')]"
Willy Wonka and the Chocolate Factory (1971),"[(1.0, 'Witness (1985)'), (1.0, 'Wings of Courage (1995)'), (1.0, 'Window to Paris (1994)'), (1.0, 'Wife, The (1995)'), (1.0, 'Truth or Consequences, N.M. (1997)'), (1.0, 'They Made Me a Criminal (1939)'), (1.0, 'The Innocent (1994)'), (1.0, 'Stranger in the House (1997)'), (1.0, ""Someone Else's America (1995)""), (1.0, 'Sleepover (1995)')]"
Mary Shelley's Frankenstein (1994),"[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Wife, The (1995)'), (1.0, 'What Happened Was... (1994)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Vie est belle, La (Life is Rosey) (1987)'), (1.0, 'Vermont Is For Lovers (1992)'), (1.0, 'Vermin (1998)'), (1.0, 'Van, The (1996)')]"
Switchblade Sisters (1975),"[(1.0, 'Year of the Horse (1997)'), (1.0, ""Wooden Man's Bride, The (Wu Kui) (1994)""), (1.0, 'Wonderland (1997)'), (1.0, 'Wild Reeds (1994)'), (1.0, 'White Balloon, The (1995)'), (1.0, 'When the Cats Away (Chacun cherche son chat) (1996)'), (1.0, ""What's Love Got to Do with It (1993)""), (1.0, 'Washington Square (1997)'), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Venice/Venice (1992)')]"
Powder (1995),"[(1.0, 'Zeus and Roxanne (1997)'), (1.0, 'Yankee Zulu (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'What Happened Was... (1994)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'War Room, The (1993)'), (1.0, 'Vie est belle, La (Life is Rosey) (1987)'), (1.0, 'Vermont Is For Lovers (1992)'), (1.0, 'Unforgettable (1996)'), (1.0, 'Underneath, The (1995)')]"
Lightning Jack (1994),"[(1.0, 'Wishmaster (1997)'), (1.0, 'Window to Paris (1994)'), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Waiting to Exhale (1995)'), (1.0, 'Waiting for Guffman (1996)'), (1.0, 'Vanya on 42nd Street (1994)'), (1.0, 'Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)'), (1.0, 'Twelfth Night (1996)'), (1.0, 'Turbulence (1997)'), (1.0, 'Trial and Error (1997)')]"
Mad Dog Time (1996),"[(1.0, 'Wolf (1994)'), (1.0, 'Whole Wide World, The (1996)'), (1.0, ""Weekend at Bernie's (1989)""), (1.0, 'Very Brady Sequel, A (1996)'), (1.0, 'Up in Smoke (1978)'), (1.0, 'Unstrung Heroes (1995)'), (1.0, 'U Turn (1997)'), (1.0, 'Truth About Cats & Dogs, The (1996)'), (1.0, 'Transformers: The Movie, The (1986)'), (1.0, 'Time to Kill, A (1996)')]"
Species (1995),"[(1.0, 'Yankee Zulu (1994)'), (1.0, 'Woman in Question, The (1950)'), (1.0, 'Withnail and I (1987)'), (1.0, 'What Happened Was... (1994)'), (1.0, ""Wend Kuuni (God's Gift) (1982)""), (1.0, 'War Room, The (1993)'), (1.0, 'Walking Dead, The (1995)'), (1.0, 'Vie est belle, La (Life is Rosey) (1987)'), (1.0, 'Vermont Is For Lovers (1992)'), (1.0, 'Underneath, The (1995)')]"
Die Hard (1988),"[(1.0, '\xc1 k\xf6ldum klaka (Cold Fever) (1994)'), (1.0, 'Wonderland (1997)'), (1.0, 'Window to Paris (1994)'), (1.0, 'Wife, The (1995)'), (1.0, 'Two Friends (1986) '), (1.0, 'Tetsuo II: Body Hammer (1992)'), (1.0, 'Sweet Nothing (1995)'), (1.0, 'Substance of Fire, The (1996)'), (1.0, 'Story of Xinghua, The (1993)'), (1.0, 'Stag (1997)')]"
